%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895169332028,1925,1783583895169332028,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583895669563999,1926,1783583895669563999,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896169263363,1927,1783583896169263363,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583896669713932,1928,1783583896669713932,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897169531163,1929,1783583897169531163,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583897669589512,1930,1783583897669589512,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898169522089,1931,1783583898169522089,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583898669592843,1932,1783583898669592843,,255
1783583899169537551,1933,1783583899169537551,,255
